Tourist_ID,Age,Gender,Country,State,City,Tourist_Type,Purpose,Season,Month,Travel_Mode,Hotel_Type,Hotel_Rating,Days_Stayed,Travel_Cost,Hotel_Cost,Food_Cost,Shopping_Cost,Total_Expense,Tourist_Satisfaction,Booking_Mode,Group_Size,Repeat_Visitor
T0343,29,Male,UK,Rajasthan,Jaipur,Domestic,Adventure,Winter,Jan,Flight,Luxury,3.1,5,21766,40302,9902,19818,91788,9,Offline,1,No
T0344,61,Female,Australia,Tamil Nadu,Chennai,Domestic,Vacation,Monsoon,Oct,Flight,Luxury,3.2,9,16463,21392,1572,6793,46220,9,Offline,5,Yes
T0345,32,Male,Australia,Goa,Mysuru,Domestic,Business,Summer,Jun,Train,Luxury,3.1,2,7748,22187,8074,7640,45649,9,Offline,2,Yes
T0346,20,Female,UK,Rajasthan,Kochi,Domestic,Business,Winter,Nov,Bus,Luxury,3.2,5,14276,5326,4489,1721,25812,9,Online,4,No
T0347,49,Male,UK,Kerala,Mysuru,International,Business,Summer,Apr,Train,Standard,3.7,5,13958,29352,4084,17149,64543,6,Offline,3,No
T0348,66,Female,Germany,Rajasthan,Kochi,Domestic,Pilgrimage,Summer,May,Bus,Standard,3.6,8,14486,39902,5837,15563,75788,5,Offline,2,No
T0349,56,Female,Germany,Rajasthan,Kochi,Domestic,Vacation,Winter,Mar,Flight,Budget,3.3,7,34227,7194,9418,18741,69580,6,Online,3,Yes
T0350,42,Male,UK,Goa,Panaji,International,Adventure,Winter,Sep,Bus,Budget,3.7,10,12482,48772,8759,17668,87681,6,Online,3,Yes
T0351,33,Male,UK,Karnataka,Jaipur,Domestic,Pilgrimage,Monsoon,Dec,Bus,Luxury,3.2,10,32843,46178,5036,14449,98506,5,Offline,5,No
T0352,28,Female,UK,Kerala,Mysuru,Domestic,Business,Winter,Mar,Car,Luxury,3.0,8,31866,23506,7956,8964,72292,5,Online,5,Yes
T0353,65,Male,India,Goa,Panaji,International,Pilgrimage,Winter,Feb,Train,Luxury,4.6,10,5908,36500,5162,16246,63816,6,Offline,4,Yes
T0354,39,Male,Germany,Kerala,Panaji,Domestic,Vacation,Winter,Jun,Car,Budget,3.3,2,15773,5686,1222,1405,24086,5,Online,6,Yes
T0355,56,Female,Germany,Goa,Panaji,International,Business,Summer,May,Train,Budget,3.6,3,7097,44085,1495,14997,67674,9,Online,5,No
T0356,67,Female,Germany,Karnataka,Jaipur,International,Vacation,Winter,Mar,Flight,Luxury,3.4,8,29447,33510,8653,7146,78756,9,Offline,5,No
T0357,27,Female,Germany,Goa,Mysuru,International,Vacation,Winter,Apr,Car,Luxury,4.2,7,32209,34533,4443,19366,90551,8,Offline,3,No
T0358,49,Male,India,Kerala,Mysuru,Domestic,Business,Monsoon,Dec,Flight,Standard,3.3,3,25824,29072,2121,8196,65213,5,Offline,5,Yes
T0359,30,Male,USA,Rajasthan,Chennai,International,Pilgrimage,Summer,Feb,Bus,Luxury,4.5,10,24991,22013,4053,19243,70300,6,Online,4,Yes
T0360,54,Male,Australia,Tamil Nadu,Kochi,Domestic,Vacation,Winter,Mar,Bus,Luxury,3.8,10,39382,21931,4281,10924,76518,5,Offline,5,No
T0361,39,Female,India,Goa,Panaji,Domestic,Pilgrimage,Winter,Oct,Train,Standard,4.2,5,31209,22828,8637,14106,76780,8,Offline,5,Yes
T0362,48,Male,Germany,Karnataka,Jaipur,Domestic,Business,Summer,Apr,Train,Budget,3.3,2,22891,4577,2698,5728,35894,5,Online,6,Yes
T0363,60,Male,USA,Kerala,Panaji,International,Pilgrimage,Winter,Jun,Bus,Budget,3.1,4,29267,43511,2163,10741,85682,7,Offline,6,No
T0364,24,Female,Germany,Kerala,Jaipur,Domestic,Pilgrimage,Monsoon,Aug,Car,Luxury,4.0,10,26508,31281,5589,10281,73659,7,Online,5,No
T0365,54,Male,India,Rajasthan,Panaji,International,Vacation,Winter,Nov,Bus,Luxury,3.0,9,7284,7233,2398,6021,22936,5,Offline,6,No
T0366,34,Male,UK,Goa,Chennai,Domestic,Business,Monsoon,Jun,Train,Luxury,4.7,2,36536,36803,3551,5088,81978,8,Offline,5,Yes
T0367,49,Male,India,Kerala,Mysuru,Domestic,Pilgrimage,Monsoon,Jan,Train,Budget,4.8,2,35045,14452,7343,12945,69785,7,Online,4,No
T0368,64,Male,UK,Goa,Panaji,Domestic,Adventure,Winter,Jul,Flight,Standard,4.6,3,31789,4105,8768,10376,55038,5,Online,1,No
T0369,62,Male,Australia,Tamil Nadu,Kochi,Domestic,Adventure,Monsoon,Aug,Flight,Luxury,4.4,7,32305,8019,6843,541,47708,5,Online,3,Yes
T0370,62,Male,Germany,Kerala,Jaipur,International,Adventure,Winter,Jul,Train,Budget,3.5,4,24451,25771,9809,9860,69891,10,Offline,4,Yes
T0371,26,Male,UK,Kerala,Chennai,International,Pilgrimage,Monsoon,Feb,Bus,Standard,3.7,7,32180,48916,8328,4688,94112,7,Offline,1,Yes
T0372,38,Male,UK,Goa,Mysuru,International,Pilgrimage,Summer,Feb,Train,Standard,3.7,5,32391,5305,2947,1217,41860,10,Online,5,Yes
T0373,33,Female,Australia,Goa,Panaji,Domestic,Vacation,Summer,May,Flight,Budget,4.8,5,25374,22118,7639,11714,66845,8,Online,1,No
T0374,59,Male,UK,Rajasthan,Panaji,Domestic,Business,Winter,Oct,Train,Luxury,4.1,3,14379,43755,7656,3504,69294,8,Offline,4,Yes
T0375,30,Female,India,Karnataka,Panaji,International,Pilgrimage,Summer,Aug,Bus,Budget,3.7,4,23146,19375,1297,8185,52003,5,Online,6,No
T0376,55,Female,USA,Goa,Jaipur,International,Business,Summer,Jul,Car,Budget,3.4,10,32505,14089,1720,3689,52003,5,Online,2,Yes
T0377,32,Female,Australia,Tamil Nadu,Chennai,Domestic,Adventure,Winter,Oct,Car,Luxury,4.1,5,34599,35584,6368,19699,96250,5,Offline,1,Yes
T0378,65,Female,UK,Goa,Chennai,Domestic,Business,Monsoon,Apr,Bus,Standard,4.5,7,24711,48820,3470,14930,91931,5,Offline,1,Yes
T0379,33,Male,Germany,Kerala,Chennai,International,Pilgrimage,Monsoon,May,Car,Luxury,4.6,4,16888,7787,3909,15043,43627,7,Offline,3,Yes
T0380,46,Female,UK,Rajasthan,Jaipur,Domestic,Vacation,Monsoon,Feb,Car,Luxury,3.5,4,15031,5800,3005,16781,40617,6,Online,3,No
T0381,32,Male,UK,Kerala,Panaji,International,Business,Winter,Apr,Car,Luxury,3.3,8,24034,47783,7881,17273,96971,8,Offline,5,No
T0382,52,Male,USA,Goa,Panaji,Domestic,Business,Summer,Oct,Train,Luxury,4.2,9,28753,19327,5748,2826,56654,5,Online,4,No
T0383,37,Male,USA,Karnataka,Jaipur,International,Business,Monsoon,Feb,Car,Budget,4.7,8,7727,35135,3603,12978,59443,8,Online,1,No
T0384,25,Female,USA,Karnataka,Mysuru,International,Business,Summer,Oct,Flight,Budget,3.6,8,14901,13331,4593,5560,38385,6,Offline,4,Yes
T0385,62,Female,Germany,Rajasthan,Jaipur,Domestic,Business,Monsoon,Feb,Bus,Standard,3.2,9,16892,29360,9888,644,56784,8,Offline,1,Yes
T0386,45,Female,India,Kerala,Mysuru,Domestic,Pilgrimage,Monsoon,Nov,Car,Budget,4.4,8,21267,48366,6512,10254,86399,7,Offline,4,Yes
T0387,66,Male,UK,Karnataka,Chennai,International,Adventure,Summer,Apr,Car,Budget,3.5,4,35854,45214,9006,5316,95390,7,Offline,3,No
T0388,58,Female,USA,Goa,Kochi,International,Pilgrimage,Winter,Sep,Flight,Luxury,4.5,7,32781,24217,4983,15763,77744,7,Offline,2,No
T0389,38,Male,USA,Karnataka,Panaji,International,Vacation,Monsoon,Nov,Bus,Budget,3.1,10,30589,29081,1197,16576,77443,9,Online,4,Yes
T0390,60,Male,Germany,Kerala,Chennai,Domestic,Adventure,Summer,Dec,Bus,Luxury,4.6,5,8689,15727,6106,10611,41133,10,Online,1,No
T0391,43,Male,UK,Goa,Kochi,International,Adventure,Summer,Mar,Car,Luxury,3.3,6,19371,36008,5773,7002,68154,10,Online,3,Yes
T0392,35,Female,USA,Kerala,Kochi,International,Pilgrimage,Winter,Jul,Car,Standard,4.4,3,6194,46470,9385,8066,70115,10,Offline,2,No
T0393,64,Male,USA,Rajasthan,Jaipur,Domestic,Pilgrimage,Summer,Feb,Car,Budget,4.2,4,15586,34311,2663,16835,69395,5,Online,3,No
T0394,31,Male,USA,Tamil Nadu,Chennai,International,Adventure,Summer,May,Bus,Luxury,3.8,5,38107,32736,6155,4414,81412,7,Offline,3,Yes
T0395,28,Female,USA,Rajasthan,Chennai,Domestic,Pilgrimage,Monsoon,Jun,Car,Standard,3.9,4,25030,4126,8695,3618,41469,8,Offline,6,No
T0396,67,Female,Australia,Rajasthan,Kochi,International,Adventure,Summer,Feb,Car,Budget,4.0,8,23631,38727,4319,9084,75761,7,Offline,1,No
T0397,59,Male,UK,Kerala,Jaipur,Domestic,Adventure,Summer,Oct,Train,Luxury,4.1,7,7820,21800,3928,1530,35078,8,Online,1,No
T0398,69,Female,India,Rajasthan,Mysuru,Domestic,Pilgrimage,Winter,Apr,Flight,Standard,4.6,6,19538,20215,7651,17379,64783,8,Online,5,Yes
T0399,56,Male,USA,Karnataka,Kochi,International,Vacation,Monsoon,Aug,Flight,Budget,3.2,6,38911,22685,9551,5304,76451,5,Offline,5,No
T0400,19,Female,Australia,Tamil Nadu,Kochi,Domestic,Business,Winter,Nov,Train,Luxury,4.8,7,10282,29661,3036,13081,56060,6,Offline,5,No
T0401,30,Male,Australia,Kerala,Mysuru,Domestic,Business,Winter,Dec,Train,Standard,4.4,9,32567,22143,2982,15400,73092,6,Online,4,No
T0402,29,Male,Australia,Karnataka,Kochi,Domestic,Adventure,Monsoon,Dec,Bus,Standard,3.1,6,24980,48787,8166,6866,88799,8,Offline,4,No
T0403,48,Male,USA,Rajasthan,Panaji,Domestic,Vacation,Monsoon,Dec,Flight,Luxury,3.4,4,38726,38705,2720,17794,97945,6,Offline,2,Yes
T0404,54,Female,India,Kerala,Kochi,Domestic,Vacation,Monsoon,Jun,Flight,Luxury,4.5,2,6574,19876,5787,9282,41519,8,Offline,5,Yes
T0405,40,Male,UK,Kerala,Kochi,Domestic,Pilgrimage,Winter,Mar,Car,Standard,3.0,3,15976,37444,5181,17470,76071,8,Online,1,No
T0406,50,Male,USA,Karnataka,Mysuru,Domestic,Business,Monsoon,Feb,Flight,Luxury,3.8,7,24970,23633,9238,12536,70377,5,Online,5,Yes
T0407,43,Male,UK,Tamil Nadu,Mysuru,International,Pilgrimage,Monsoon,Dec,Train,Luxury,4.2,7,29298,30234,3699,13094,76325,7,Offline,2,Yes
T0408,43,Female,UK,Kerala,Mysuru,International,Business,Summer,Apr,Train,Budget,3.6,4,9434,31160,8836,14357,63787,8,Online,4,No
T0409,38,Female,Germany,Karnataka,Kochi,Domestic,Adventure,Winter,Sep,Train,Luxury,3.1,5,17342,44917,9396,4368,76023,6,Online,2,Yes
T0410,27,Female,India,Tamil Nadu,Jaipur,Domestic,Pilgrimage,Monsoon,Jul,Car,Standard,4.6,8,33507,40643,6877,16788,97815,8,Offline,3,Yes
T0411,29,Male,USA,Goa,Kochi,International,Vacation,Monsoon,Aug,Flight,Standard,3.5,7,28836,11607,8362,11456,60261,7,Offline,1,No
T0412,25,Male,USA,Tamil Nadu,Jaipur,International,Adventure,Winter,Nov,Train,Standard,4.0,6,13483,49618,5469,14510,83080,10,Online,4,No
T0413,43,Male,UK,Tamil Nadu,Chennai,International,Business,Winter,Oct,Flight,Luxury,4.0,4,28468,42874,7430,19879,98651,6,Online,5,Yes
T0414,55,Male,Australia,Goa,Panaji,Domestic,Business,Winter,Mar,Flight,Standard,4.9,2,37310,35430,2390,10259,85389,5,Online,5,No
T0415,56,Female,Germany,Karnataka,Panaji,Domestic,Adventure,Monsoon,Feb,Car,Luxury,4.0,3,11419,45835,8168,7790,73212,8,Online,5,No
T0416,67,Male,Australia,Rajasthan,Panaji,Domestic,Business,Winter,May,Flight,Standard,4.1,9,25042,33953,2371,12215,73581,9,Offline,4,No
T0417,44,Male,India,Goa,Mysuru,International,Vacation,Monsoon,Feb,Train,Standard,3.6,6,23226,26225,6528,2191,58170,7,Offline,5,No
T0418,18,Male,Germany,Kerala,Panaji,Domestic,Vacation,Summer,Oct,Bus,Luxury,4.4,3,28745,49623,2648,11085,92101,7,Online,5,Yes
T0419,34,Male,Australia,Kerala,Kochi,Domestic,Pilgrimage,Winter,Oct,Car,Luxury,4.4,7,14451,11346,9556,3889,39242,8,Offline,3,Yes
T0420,57,Female,India,Rajasthan,Jaipur,Domestic,Business,Monsoon,Dec,Flight,Standard,3.2,4,5485,5174,5232,6077,21968,10,Online,1,Yes
T0421,29,Female,USA,Kerala,Jaipur,Domestic,Pilgrimage,Monsoon,Jun,Train,Budget,3.3,10,28289,26157,2014,15479,71939,10,Online,6,No
T0422,48,Female,Australia,Tamil Nadu,Panaji,Domestic,Adventure,Summer,May,Flight,Standard,4.6,7,15630,23285,5456,15662,60033,10,Online,2,No
T0423,31,Male,India,Karnataka,Panaji,International,Vacation,Monsoon,Mar,Flight,Budget,4.6,8,7481,26375,3208,12803,49867,10,Online,1,No
T0424,69,Male,Germany,Goa,Mysuru,International,Vacation,Summer,Aug,Flight,Standard,3.6,3,19451,11220,9453,8710,48834,9,Online,4,Yes
T0425,70,Male,USA,Tamil Nadu,Kochi,International,Vacation,Winter,Oct,Bus,Luxury,4.2,9,8438,29174,1913,6189,45714,8,Offline,4,Yes
T0426,66,Female,Australia,Rajasthan,Jaipur,International,Pilgrimage,Winter,Aug,Bus,Luxury,3.4,2,10639,27288,9153,6947,54027,7,Offline,3,No
T0427,45,Female,USA,Goa,Kochi,Domestic,Pilgrimage,Monsoon,Mar,Bus,Budget,4.5,3,38739,33198,5536,18300,95773,6,Online,2,No
T0428,26,Female,UK,Goa,Panaji,International,Business,Summer,Apr,Car,Standard,3.2,5,31118,3791,1835,7740,44484,5,Offline,1,No
T0429,28,Male,USA,Kerala,Chennai,Domestic,Adventure,Summer,Aug,Car,Luxury,4.6,9,30003,23275,6190,635,60103,8,Online,1,Yes
T0430,63,Male,USA,Karnataka,Chennai,International,Adventure,Winter,Jan,Flight,Luxury,3.9,2,19458,44007,7491,17607,88563,10,Offline,3,Yes
T0431,38,Female,UK,Kerala,Mysuru,Domestic,Business,Monsoon,Jul,Train,Standard,3.2,6,20315,36026,2580,16280,75201,6,Offline,3,No
T0432,23,Male,Germany,Rajasthan,Mysuru,Domestic,Pilgrimage,Monsoon,Sep,Bus,Luxury,3.9,9,38732,18528,3870,13210,74340,7,Offline,2,No
T0433,34,Female,Germany,Karnataka,Chennai,Domestic,Business,Monsoon,May,Flight,Budget,3.6,7,32725,30940,5921,8338,77924,8,Offline,4,No
T0434,47,Male,Australia,Tamil Nadu,Panaji,International,Pilgrimage,Summer,Nov,Train,Budget,3.5,4,20396,24705,7285,15283,67669,10,Online,5,No
T0435,23,Female,India,Goa,Chennai,Domestic,Pilgrimage,Monsoon,Apr,Flight,Budget,3.2,6,32087,32408,2033,10952,77480,8,Online,1,Yes
T0436,20,Female,India,Karnataka,Jaipur,Domestic,Business,Winter,May,Flight,Budget,3.4,10,35825,10493,8031,19483,73832,8,Offline,4,Yes
T0437,33,Female,UK,Kerala,Jaipur,Domestic,Vacation,Summer,Dec,Car,Standard,4.9,4,35258,42151,4586,15852,97847,8,Online,1,No
T0438,23,Female,India,Karnataka,Mysuru,Domestic,Business,Monsoon,Jan,Flight,Standard,3.4,7,11167,49080,7556,8309,76112,5,Online,6,No
T0439,40,Male,India,Karnataka,Mysuru,International,Pilgrimage,Winter,Aug,Train,Standard,3.1,2,36094,5885,2762,19525,64266,6,Offline,6,Yes
T0440,43,Male,Australia,Kerala,Chennai,International,Pilgrimage,Summer,Aug,Flight,Standard,3.8,5,28540,25934,4839,10330,69643,10,Offline,6,Yes
T0441,68,Female,Australia,Karnataka,Kochi,International,Business,Monsoon,Sep,Train,Luxury,3.4,8,33074,15790,3072,9589,61525,6,Offline,6,Yes
T0442,62,Female,USA,Kerala,Panaji,Domestic,Vacation,Monsoon,Jan,Bus,Standard,4.4,4,39492,21782,2695,15081,79050,8,Online,3,No
T0443,34,Male,USA,Karnataka,Kochi,International,Pilgrimage,Summer,Aug,Car,Budget,3.8,9,13431,25789,9310,7478,56008,10,Online,1,No
T0444,30,Female,UK,Rajasthan,Chennai,Domestic,Adventure,Monsoon,Dec,Train,Luxury,4.4,5,31651,44635,1066,2093,79445,6,Offline,3,No
T0445,58,Male,Germany,Goa,Jaipur,International,Pilgrimage,Summer,Sep,Car,Luxury,4.8,4,18998,12138,1031,16755,48922,7,Online,3,Yes
T0446,47,Female,Germany,Kerala,Panaji,Domestic,Pilgrimage,Winter,Oct,Flight,Luxury,4.4,8,32457,16884,8603,627,58571,9,Online,2,Yes
T0447,29,Female,Germany,Goa,Mysuru,International,Pilgrimage,Winter,Dec,Train,Standard,4.2,8,19381,31789,8831,15208,75209,10,Online,6,Yes
T0448,29,Male,Germany,Karnataka,Chennai,Domestic,Adventure,Monsoon,Sep,Car,Standard,3.1,5,10346,39909,3013,3404,56672,6,Offline,3,Yes
T0449,32,Female,India,Kerala,Panaji,International,Business,Monsoon,Sep,Train,Standard,4.4,3,38512,25948,3441,18189,86090,5,Online,6,Yes
T0450,40,Male,USA,Goa,Kochi,Domestic,Adventure,Summer,Apr,Train,Standard,4.1,2,38303,45596,9396,15149,108444,7,Online,2,Yes
T0451,65,Male,USA,Kerala,Chennai,International,Vacation,Winter,Aug,Bus,Luxury,4.9,9,7326,18943,9766,16972,53007,8,Online,6,Yes
T0452,51,Female,USA,Rajasthan,Jaipur,Domestic,Pilgrimage,Monsoon,Jan,Train,Standard,3.3,4,29558,14528,7596,11847,63529,8,Offline,2,No
T0453,61,Male,Germany,Rajasthan,Kochi,Domestic,Business,Winter,Aug,Flight,Standard,4.8,2,5920,37367,2175,17253,62715,10,Online,5,No
T0454,65,Female,Germany,Tamil Nadu,Panaji,Domestic,Pilgrimage,Summer,Oct,Bus,Standard,3.4,10,36655,28252,5234,18438,88579,7,Online,3,Yes
T0455,68,Female,Australia,Karnataka,Kochi,International,Vacation,Monsoon,Dec,Car,Standard,4.0,9,14640,41953,5709,3243,65545,10,Offline,3,Yes
T0456,35,Male,Australia,Tamil Nadu,Chennai,International,Business,Summer,Mar,Train,Budget,3.3,10,6073,36764,6988,17000,66825,9,Offline,4,Yes
T0457,27,Male,UK,Kerala,Chennai,International,Adventure,Winter,May,Bus,Standard,4.8,4,30411,37543,1852,6941,76747,6,Offline,1,No
T0458,47,Female,Germany,Karnataka,Chennai,International,Vacation,Monsoon,Jul,Bus,Luxury,5.0,2,38979,35760,2847,11733,89319,7,Online,1,Yes
T0459,19,Female,India,Tamil Nadu,Panaji,Domestic,Adventure,Summer,Apr,Car,Luxury,4.9,5,16596,32029,6687,1731,57043,9,Offline,6,No
T0460,55,Male,USA,Goa,Chennai,International,Business,Monsoon,Aug,Flight,Luxury,3.3,5,38742,36860,8827,4674,89103,9,Online,3,No
T0461,61,Male,Germany,Tamil Nadu,Panaji,Domestic,Adventure,Monsoon,Sep,Train,Standard,3.7,9,8785,25666,9297,16618,60366,7,Online,1,Yes
T0462,50,Female,Germany,Goa,Panaji,Domestic,Business,Winter,Mar,Flight,Luxury,4.2,6,31970,31176,2686,2835,68667,10,Offline,5,No
T0463,48,Male,India,Goa,Mysuru,International,Vacation,Monsoon,Jan,Bus,Budget,4.8,10,15064,5878,3507,12085,36534,7,Offline,5,Yes
T0464,58,Female,USA,Rajasthan,Chennai,Domestic,Vacation,Summer,Nov,Bus,Budget,3.0,5,14015,18250,8352,12313,52930,7,Offline,4,Yes
T0465,63,Female,India,Tamil Nadu,Chennai,Domestic,Vacation,Monsoon,Nov,Bus,Luxury,3.8,2,36277,22419,5953,893,65542,7,Offline,4,Yes
T0466,64,Female,Australia,Tamil Nadu,Chennai,International,Vacation,Monsoon,Sep,Flight,Budget,3.8,2,36996,26243,7678,9420,80337,6,Online,4,Yes
T0467,39,Male,India,Kerala,Kochi,International,Business,Monsoon,Sep,Flight,Budget,3.5,9,34534,20019,9067,15666,79286,10,Online,5,Yes
T0468,55,Female,India,Karnataka,Mysuru,International,Vacation,Monsoon,Dec,Train,Standard,4.1,7,25502,7180,8506,17299,58487,5,Online,6,No
T0469,19,Male,India,Rajasthan,Mysuru,Domestic,Business,Summer,Jan,Train,Budget,4.3,6,9504,46037,3728,749,60018,10,Online,5,Yes
T0470,52,Female,Australia,Rajasthan,Panaji,Domestic,Adventure,Monsoon,Nov,Car,Budget,3.8,7,10958,35623,8688,9542,64811,7,Online,4,No
T0471,51,Male,India,Kerala,Mysuru,International,Adventure,Monsoon,Jan,Car,Standard,4.2,5,31134,12005,6341,12366,61846,9,Offline,5,No
T0472,36,Male,Germany,Kerala,Chennai,International,Business,Monsoon,Feb,Flight,Standard,4.8,2,29157,32933,8125,6360,76575,5,Offline,2,Yes
T0473,50,Female,India,Karnataka,Chennai,International,Business,Winter,Nov,Flight,Standard,4.2,8,28186,34419,9387,16311,88303,10,Offline,1,Yes
T0474,57,Female,UK,Rajasthan,Kochi,International,Vacation,Summer,Mar,Car,Budget,4.3,10,35953,24371,6349,4428,71101,7,Offline,1,No
T0475,66,Male,UK,Karnataka,Panaji,Domestic,Adventure,Monsoon,Feb,Train,Luxury,3.3,7,17477,31865,6181,16673,72196,5,Online,6,No
T0476,23,Male,Australia,Rajasthan,Jaipur,International,Business,Summer,Dec,Flight,Budget,4.2,10,22848,12457,3488,5870,44663,5,Online,2,Yes
T0477,38,Female,Germany,Rajasthan,Kochi,Domestic,Pilgrimage,Monsoon,May,Train,Budget,4.2,3,39975,45698,1942,1254,88869,10,Offline,5,Yes
T0478,58,Female,India,Kerala,Mysuru,Domestic,Business,Summer,Jan,Train,Luxury,3.4,8,22403,9700,6636,13372,52111,7,Offline,4,Yes
T0479,22,Male,India,Goa,Jaipur,Domestic,Pilgrimage,Summer,Nov,Car,Luxury,3.8,5,36191,44680,1294,18263,100428,10,Offline,6,Yes
T0480,18,Male,USA,Karnataka,Jaipur,International,Vacation,Winter,May,Bus,Standard,4.5,3,25685,22921,4615,16475,69696,6,Online,4,No
T0481,60,Male,UK,Kerala,Jaipur,International,Business,Monsoon,Jun,Flight,Luxury,4.9,5,28049,20138,5022,17433,70642,8,Offline,3,No
T0482,37,Female,USA,Tamil Nadu,Panaji,Domestic,Business,Summer,Apr,Car,Budget,4.5,9,25730,49954,4194,14579,94457,7,Online,3,No
T0483,26,Male,India,Karnataka,Panaji,International,Business,Winter,Nov,Train,Luxury,3.5,7,36219,33933,2541,1485,74178,5,Online,5,Yes
T0484,58,Male,UK,Rajasthan,Chennai,Domestic,Pilgrimage,Monsoon,Sep,Bus,Budget,3.4,3,6768,31277,8576,8781,55402,6,Offline,4,No
T0485,34,Male,USA,Goa,Jaipur,International,Vacation,Monsoon,Jan,Flight,Luxury,3.9,6,24802,34055,1586,5645,66088,9,Online,4,No
T0486,23,Male,Germany,Kerala,Panaji,International,Adventure,Winter,Jul,Car,Standard,3.7,9,13693,31954,4599,1538,51784,6,Offline,3,Yes
T0487,32,Male,Australia,Goa,Jaipur,International,Vacation,Winter,Aug,Car,Luxury,4.9,7,6843,30868,3901,6694,48306,10,Online,3,Yes
T0488,68,Male,UK,Goa,Panaji,Domestic,Pilgrimage,Summer,Jun,Flight,Luxury,3.2,8,30186,36985,6489,8325,81985,6,Offline,3,No
T0489,22,Female,USA,Tamil Nadu,Kochi,Domestic,Pilgrimage,Monsoon,Aug,Bus,Standard,4.9,5,37958,7293,4777,1258,51286,5,Offline,6,No
T0490,24,Male,UK,Tamil Nadu,Jaipur,International,Adventure,Winter,Jul,Flight,Budget,4.7,2,32991,18219,9869,11717,72796,10,Offline,2,No
T0491,35,Male,Australia,Tamil Nadu,Jaipur,Domestic,Vacation,Monsoon,Sep,Bus,Budget,4.1,9,18824,27916,1069,13964,61773,7,Offline,3,Yes
T0492,50,Male,UK,Karnataka,Mysuru,International,Pilgrimage,Monsoon,Jun,Car,Budget,4.6,7,38112,19713,3580,4623,66028,9,Online,1,No
T0493,50,Male,Germany,Karnataka,Jaipur,International,Pilgrimage,Monsoon,Apr,Bus,Budget,4.7,3,13999,25225,1182,12287,52693,5,Online,1,Yes
T0494,42,Male,UK,Kerala,Mysuru,Domestic,Business,Summer,Jan,Car,Luxury,3.2,9,20242,44645,3230,12409,80526,5,Online,2,Yes
T0495,20,Female,Australia,Tamil Nadu,Kochi,International,Business,Winter,Jun,Car,Budget,3.6,4,33653,13434,3722,18286,69095,9,Offline,1,Yes
T0496,51,Male,Germany,Kerala,Panaji,Domestic,Vacation,Summer,Aug,Flight,Budget,3.3,10,18581,31006,7093,1157,57837,10,Online,3,No
T0497,19,Female,Germany,Goa,Chennai,International,Adventure,Winter,Dec,Flight,Luxury,3.2,3,5208,24458,3917,19583,53166,6,Offline,5,Yes
T0498,25,Female,USA,Rajasthan,Mysuru,International,Business,Summer,Aug,Car,Standard,3.3,3,14013,48995,7373,18002,88383,10,Offline,5,Yes
T0499,19,Female,India,Karnataka,Mysuru,International,Business,Monsoon,Aug,Train,Standard,3.2,3,38147,38095,2691,14104,93037,5,Offline,1,No
T0500,37,Male,UK,Tamil Nadu,Mysuru,Domestic,Vacation,Summer,Feb,Bus,Luxury,3.8,4,5555,11332,8817,707,26411,7,Offline,2,Yes
